TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315968640.29371643,00000000-0000-0000-0000-000000000000,AV,3890.8712087887793,2251.268118795481,PIT
315968640.29371643,00000000-0000-0000-0000-000000006616,OTHERS,3922.4444258912235,2243.615457398376,PIT
315968640.29371643,00000000-0000-0000-0000-000000006710,OTHERS,3867.138148460741,2260.560842741576,PIT
315968640.29371643,00000000-0000-0000-0000-000000006622,OTHERS,3940.539057737176,2245.812890661761,PIT
315968640.29371643,00000000-0000-0000-0000-000000006776,OTHERS,3901.1780297345726,2293.543172197048,PIT
315968640.29371643,00000000-0000-0000-0000-000000006808,OTHERS,3885.874073174826,2279.404692163455,PIT
315968640.29371643,00000000-0000-0000-0000-000000006664,OTHERS,3829.953557443921,2225.1277153787687,PIT
315968640.29371643,00000000-0000-0000-0000-000000006734,OTHERS,3872.8645069966456,2266.235403484751,PIT
315968640.29371643,00000000-0000-0000-0000-000000006786,OTHERS,3862.0071238107703,2261.0354719602065,PIT
315968640.29371643,00000000-0000-0000-0000-000000006768,OTHERS,3851.4354869374174,2230.8315605366515,PIT
315968640.29371643,00000000-0000-0000-0000-000000006799,OTHERS,3845.553308564233,2245.310486894448,PIT
315968640.29371643,00000000-0000-0000-0000-000000006605,OTHERS,3903.019456810158,2241.1077380071115,PIT
315968640.29371643,00000000-0000-0000-0000-000000006763,OTHERS,3885.720323358001,2279.312260989569,PIT
315968640.29371643,00000000-0000-0000-0000-000000006800,AGENT,3870.4481200529503,2226.092966550311,PIT
315968640.29371643,00000000-0000-0000-0000-000000006809,OTHERS,3862.7502390097993,2255.8312217031453,PIT
315968640.29371643,00000000-0000-0000-0000-000000006767,OTHERS,3925.112560153991,2255.114819297419,PIT
315968640.29371643,00000000-0000-0000-0000-000000006756,OTHERS,3898.3878340827227,2282.435957191742,PIT
315968640.29371643,00000000-0000-0000-0000-000000006689,OTHERS,3849.5033286097223,2248.876440226593,PIT
315968640.29371643,00000000-0000-0000-0000-000000006811,OTHERS,3861.5137762267327,2253.4798455693813,PIT
315968640.29371643,00000000-0000-0000-0000-000000006803,OTHERS,3853.331573539282,2252.536967681456,PIT
315968640.29371643,00000000-0000-0000-0000-000000006696,OTHERS,3874.8990761993573,2272.735242402065,PIT
315968640.29371643,00000000-0000-0000-0000-000000006725,OTHERS,3866.276752933448,2235.7290742723967,PIT
315968640.29371643,00000000-0000-0000-0000-000000006708,OTHERS,3883.9603990332453,2281.527806963785,PIT
315968640.29371643,00000000-0000-0000-0000-000000006801,OTHERS,3893.116660776911,2289.694269976501,PIT
315968640.29371643,00000000-0000-0000-0000-000000006695,OTHERS,3870.130369269819,2257.088405444203,PIT
315968640.3955353,00000000-0000-0000-0000-000000000000,AV,3890.868066586171,2251.267668294733,PIT
315968640.3955353,00000000-0000-0000-0000-000000006616,OTHERS,3922.430660328913,2243.6158120020887,PIT
315968640.3955353,00000000-0000-0000-0000-000000006710,OTHERS,3867.1381484601093,2260.5608427414522,PIT
315968640.3955353,00000000-0000-0000-0000-000000006622,OTHERS,3940.556117158303,2245.8751606159008,PIT
315968640.3955353,00000000-0000-0000-0000-000000006776,OTHERS,3900.8336753373896,2293.364994586374,PIT
315968640.3955353,00000000-0000-0000-0000-000000006808,OTHERS,3885.874073174826,2279.404692163455,PIT
315968640.3955353,00000000-0000-0000-0000-000000006664,OTHERS,3829.1509482833508,2224.49940018923,PIT
315968640.3955353,00000000-0000-0000-0000-000000006689,OTHERS,3849.506276717353,2248.8482553961976,PIT
315968640.3955353,00000000-0000-0000-0000-000000006799,OTHERS,3845.566525212025,2245.3091762545387,PIT
315968640.3955353,00000000-0000-0000-0000-000000006605,OTHERS,3903.0228981496307,2241.1102362376496,PIT
315968640.3955353,00000000-0000-0000-0000-000000006763,OTHERS,3885.346812131363,2278.9500730848513,PIT
315968640.3955353,00000000-0000-0000-0000-000000006800,AGENT,3870.3355764811167,2226.7317145078327,PIT
315968640.3955353,00000000-0000-0000-0000-000000006809,OTHERS,3862.8680235126594,2255.9360854485685,PIT
315968640.3955353,00000000-0000-0000-0000-000000006767,OTHERS,3924.261090046743,2254.9852248056945,PIT
315968640.3955353,00000000-0000-0000-0000-000000006756,OTHERS,3898.383443022563,2282.4734659175133,PIT
315968640.3955353,00000000-0000-0000-0000-000000006786,OTHERS,3861.2248687357373,2259.5169156057527,PIT
315968640.3955353,00000000-0000-0000-0000-000000006768,OTHERS,3851.427548697262,2230.816438615496,PIT
315968640.3955353,00000000-0000-0000-0000-000000006811,OTHERS,3861.482425775261,2253.447744980581,PIT
315968640.3955353,00000000-0000-0000-0000-000000006803,OTHERS,3853.351146863858,2252.5560013629943,PIT
315968640.3955353,00000000-0000-0000-0000-000000006696,OTHERS,3874.933422054941,2272.825973521732,PIT
315968640.3955353,00000000-0000-0000-0000-000000006725,OTHERS,3866.0239578185938,2235.9836659447087,PIT
315968640.3955353,00000000-0000-0000-0000-000000006708,OTHERS,3883.8704772615943,2281.5300012328885,PIT
315968640.3955353,00000000-0000-0000-0000-000000006801,OTHERS,3893.0502767797716,2289.329269517684,PIT
315968640.3955353,00000000-0000-0000-0000-000000006695,OTHERS,3870.342137574711,2257.2682458563118,PIT
315968640.5120346,00000000-0000-0000-0000-000000000000,AV,3890.8571360439973,2251.265749170643,PIT
315968640.5120346,00000000-0000-0000-0000-000000006616,OTHERS,3922.468190794616,2243.6486228405315,PIT
315968640.5120346,00000000-0000-0000-0000-000000006710,OTHERS,3867.138148458838,2260.5608427412026,PIT
315968640.5120346,00000000-0000-0000-0000-000000006622,OTHERS,3940.5316315936384,2245.80796583734,PIT
315968640.5120346,00000000-0000-0000-0000-000000006776,OTHERS,3899.8571959554297,2292.289813043912,PIT
315968640.5120346,00000000-0000-0000-0000-000000006808,OTHERS,3884.0705662422347,2277.3769518198064,PIT
315968640.5120346,00000000-0000-0000-0000-000000006664,OTHERS,3826.8640661994564,2222.630140984811,PIT
315968640.5120346,00000000-0000-0000-0000-000000006689,OTHERS,3849.501159053733,2248.8477284378273,PIT
315968640.5120346,00000000-0000-0000-0000-000000006799,OTHERS,3845.518438313261,2245.362311108103,PIT
315968640.5120346,00000000-0000-0000-0000-000000006605,OTHERS,3903.0201564026393,2241.1054975473003,PIT
315968640.5120346,00000000-0000-0000-0000-000000006763,OTHERS,3884.423859405797,2278.10093395842,PIT
315968640.5120346,00000000-0000-0000-0000-000000006800,AGENT,3870.1258310254457,2228.177975911391,PIT
315968640.5120346,00000000-0000-0000-0000-000000006809,OTHERS,3862.880623355792,2256.1076232672767,PIT
315968640.5120346,00000000-0000-0000-0000-000000006767,OTHERS,3922.4468801187154,2254.8658167836584,PIT
315968640.5120346,00000000-0000-0000-0000-000000006756,OTHERS,3898.3760280736224,2282.485269980711,PIT
315968640.5120346,00000000-0000-0000-0000-000000006786,OTHERS,3861.81732657144,2260.313326755085,PIT
315968640.5120346,00000000-0000-0000-0000-000000006768,OTHERS,3851.335476569801,2231.178963500824,PIT
315968640.5120346,00000000-0000-0000-0000-000000006811,OTHERS,3861.4830674281156,2253.4424538446924,PIT
315968640.5120346,00000000-0000-0000-0000-000000006803,OTHERS,3853.347883671488,2252.548995152901,PIT
315968640.5120346,00000000-0000-0000-0000-000000006696,OTHERS,3874.974886061121,2272.803779609099,PIT
315968640.5120346,00000000-0000-0000-0000-000000006725,OTHERS,3865.548192507006,2236.3085992457345,PIT
315968640.5120346,00000000-0000-0000-0000-000000006708,OTHERS,3884.782472061479,2282.205405370115,PIT
315968640.5120346,00000000-0000-0000-0000-000000006801,OTHERS,3893.063093700997,2289.32647910587,PIT
315968640.5120346,00000000-0000-0000-0000-000000006695,OTHERS,3870.612766426101,2257.692972087152,PIT
315968640.62214714,00000000-0000-0000-0000-000000000000,AV,3890.843961527232,2251.26395709848,PIT
315968640.62214714,00000000-0000-0000-0000-000000006616,OTHERS,3922.4201729777533,2243.643244188534,PIT
315968640.62214714,00000000-0000-0000-0000-000000006622,OTHERS,3940.502040898474,2245.8590811810845,PIT
315968640.62214714,00000000-0000-0000-0000-000000006776,OTHERS,3899.626053865644,2292.0845020727024,PIT
315968640.62214714,00000000-0000-0000-0000-000000006808,OTHERS,3884.153693350082,2277.2373225621195,PIT
315968640.62214714,00000000-0000-0000-0000-000000006664,OTHERS,3825.5488299098934,2221.5765735540904,PIT
315968640.62214714,00000000-0000-0000-0000-000000006689,OTHERS,3849.533118813686,2248.8684896052027,PIT
315968640.62214714,00000000-0000-0000-0000-000000006799,OTHERS,3845.483416518245,2245.38501605022,PIT
315968640.62214714,00000000-0000-0000-0000-000000006605,OTHERS,3903.01242579926,2241.1043255557197,PIT
315968640.62214714,00000000-0000-0000-0000-000000006763,OTHERS,3884.0130516986887,2277.7584253926666,PIT
315968640.62214714,00000000-0000-0000-0000-000000006800,AGENT,3869.901693536784,2229.0127499290656,PIT
315968640.62214714,00000000-0000-0000-0000-000000006803,OTHERS,3853.3196263074155,2252.553742204933,PIT
315968640.62214714,00000000-0000-0000-0000-000000006696,OTHERS,3874.981893708955,2272.916161508373,PIT
315968640.62214714,00000000-0000-0000-0000-000000006809,OTHERS,3862.818886489552,2256.057133595668,PIT
315968640.62214714,00000000-0000-0000-0000-000000006767,OTHERS,3921.5275344044176,2254.7639072052357,PIT
315968640.62214714,00000000-0000-0000-0000-000000006756,OTHERS,3898.3645932584386,2282.4765520513197,PIT
315968640.62214714,00000000-0000-0000-0000-000000006786,OTHERS,3861.735985572009,2260.445958498007,PIT
315968640.62214714,00000000-0000-0000-0000-000000006768,OTHERS,3851.332424894917,2231.223597552287,PIT
315968640.62214714,00000000-0000-0000-0000-000000006811,OTHERS,3861.4493278973055,2253.384482436385,PIT
315968640.62214714,00000000-0000-0000-0000-000000006725,OTHERS,3864.731408817976,2236.6722054504253,PIT
315968640.62214714,00000000-0000-0000-0000-000000006708,OTHERS,3885.0055200304073,2282.177499456241,PIT
315968640.62214714,00000000-0000-0000-0000-000000006801,OTHERS,3892.9887673724706,2289.4061762292226,PIT
315968640.62214714,00000000-0000-0000-0000-000000006695,OTHERS,3870.930114185015,2257.6226985769667,PIT
315968640.72750974,00000000-0000-0000-0000-000000000000,AV,3890.842269129311,2251.263662670857,PIT
315968640.72750974,00000000-0000-0000-0000-000000006616,OTHERS,3922.4208370561046,2243.6051939785725,PIT
315968640.72750974,00000000-0000-0000-0000-000000006622,OTHERS,3940.5385223034136,2245.781693002467,PIT
315968640.72750974,00000000-0000-0000-0000-000000006776,OTHERS,3899.271333244444,2291.746110804905,PIT
315968640.72750974,00000000-0000-0000-0000-000000006808,OTHERS,3884.2651595214093,2277.3715420861317,PIT
315968640.72750974,00000000-0000-0000-0000-000000006664,OTHERS,3824.4999357782813,2220.7854379242967,PIT
315968640.72750974,00000000-0000-0000-0000-000000006799,OTHERS,3845.51654909377,2245.3806121098955,PIT
315968640.72750974,00000000-0000-0000-0000-000000006605,OTHERS,3903.018797589484,2241.112505671355,PIT
315968640.72750974,00000000-0000-0000-0000-000000006763,OTHERS,3883.528189282552,2277.276161497822,PIT
315968640.72750974,00000000-0000-0000-0000-000000006800,AGENT,3869.761737337773,2229.2328398397144,PIT
315968640.72750974,00000000-0000-0000-0000-000000006803,OTHERS,3853.3250826807757,2252.510654597101,PIT
315968640.72750974,00000000-0000-0000-0000-000000006689,OTHERS,3849.4962654121614,2248.848863017813,PIT
315968640.72750974,00000000-0000-0000-0000-000000006814,OTHERS,3939.1183639786987,2255.149998179681,PIT
315968640.72750974,00000000-0000-0000-0000-000000006696,OTHERS,3874.972420088642,2272.889086957233,PIT
315968640.72750974,00000000-0000-0000-0000-000000006809,OTHERS,3862.8517547166825,2256.0720582944323,PIT
315968640.72750974,00000000-0000-0000-0000-000000006767,OTHERS,3920.773129913963,2254.643454321637,PIT
315968640.72750974,00000000-0000-0000-0000-000000006756,OTHERS,3898.369445310745,2282.477701048755,PIT
